module,region,country_iso3,classification,provider_source_class,reader_endpoint,basis
Market,EU27,DEU,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,GRC,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,HUN,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,IRL,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,ITA,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,LVA,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,LTU,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,LUX,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,MLT,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,NLD,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,POL,DATA_AVAILABLE,"TED procurement notices","GET /market/... (market-read.controller.ts)","buyer-country IN (POL), publication-date 20260924"
Market,EU27,PRT,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,ROU,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,SVK,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,SVN,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,ESP,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,EU27,SWE,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,BHR,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,EGY,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,IRN,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,IRQ,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,ISR,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,JOR,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,KWT,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,LBN,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,OMN,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,PSE,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,QAT,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,SAU,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,SYR,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,TUR,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,ARE,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Market,MIDDLE_EAST,YEM,COVERAGE_GAP,"TED procurement notices","GET /market/... (market-read.controller.ts)","ted-procurement-retained.ts refuses any notice whose buyer-country is not exactly POL"
Economy,EAST_AFRICA,BDI,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,COD,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,DJI,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,ERI,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,ETH,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,KEN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,RWA,PARTIAL,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","NISR CPI retained, but normalizer declares enabled:false / ingestionMethod:none, Production HOLD, no UI binding; /economy route absent"
Economy,EAST_AFRICA,SOM,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,SSD,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,TZA,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EAST_AFRICA,UGA,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,AUT,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,BEL,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,BGR,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,HRV,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,CYP,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,CZE,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,DNK,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,EST,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,FIN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,FRA,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,DEU,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,GRC,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,HUN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,IRL,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,ITA,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,LVA,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,LTU,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,LUX,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,MLT,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,NLD,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,POL,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,PRT,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,ROU,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,SVK,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,SVN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,ESP,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,EU27,SWE,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,BHR,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,EGY,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,IRN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,IRQ,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,ISR,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,JOR,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,KWT,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,LBN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,OMN,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,PSE,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,QAT,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,SAU,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,SYR,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,TUR,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,ARE,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Economy,MIDDLE_EAST,YEM,COVERAGE_GAP,"NISR CPI Rwanda (rw-nisr); Eurostat economy producer","GET /economy/observations","no producer enabled for this geography; Eurostat economy producer registered but not activated"
Imihigo/Delivery,EAST_AFRICA,BDI,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,COD,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,DJI,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,ERI,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,ETH,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,KEN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,RWA,DATA_AVAILABLE,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","27 district Final Scores + City of Kigali, one cycle, no schedule"
Imihigo/Delivery,EAST_AFRICA,SOM,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,SSD,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,TZA,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EAST_AFRICA,UGA,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,AUT,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,BEL,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,BGR,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,HRV,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,CYP,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,CZE,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,DNK,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,EST,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,FIN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,FRA,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,DEU,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,GRC,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,HUN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,IRL,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,ITA,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,LVA,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,LTU,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,LUX,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,MLT,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,NLD,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,POL,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,PRT,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,ROU,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,SVK,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,SVN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,ESP,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,EU27,SWE,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,BHR,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,EGY,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,IRN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,IRQ,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,ISR,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,JOR,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,KWT,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
Imihigo/Delivery,MIDDLE_EAST,LBN,COVERAGE_GAP,"NISR Imihigo Evaluation Report 2024/25 (CC BY 4.0)","lib/imihigo/retainedReader.ts (local data/imihigo/)","corpus bounded to one NISR publication for Rwanda; expansion requires a separately reviewed source authority"
